CommitteeReferralComments,DeemedOn,CouncilPeriod,LegislationNumber,Subcategory,DocumentUrl,Modified,LegislationStatus,ShortTitle,Category,Id,LawNumber,CommitteeReferral,ActNumber,Deemed,IntroductionDate
,2017-01-26,22,GBM22-0002,Grant Budget Modification,http://lims.dccouncil.us/Download/37213/GBM22-0002-Introduction.pdf,2017-02-09,Deemed Approved,"FY 2017 Grant Budget Modifications of December 16, 2016",Grant Budget Modification,37213,,Retained by the Council,,Approved,2017-01-11
,2017-01-26,22,GBM22-0001,Grant Budget Modification,http://lims.dccouncil.us/Download/37212/GBM22-0001-Introduction.pdf,2017-02-09,Deemed Approved,"FY 2017 Grant Budget Modifications of December 14, 2016",Grant Budget Modification,37212,,Retained by the Council,,Approved,2017-01-11
,2017-02-06,22,CA22-0015,Contract,http://lims.dccouncil.us/Download/37301/CA22-0015-Introduction.pdf,2017-02-09,Deemed Approved,"Proposed contract with Seagrave Fire Apparatus, LLC ",Contract,37301,,Retained by the Council,,Approved,2017-01-26
,2017-02-06,22,CA22-0014,Contract,http://lims.dccouncil.us/Download/37300/CA22-0014-Introduction.pdf,2017-02-09,Deemed Approved,"Proposed contract with IMA Professional Services of DC, PC to exercise Option Year One (1)",Contract,37300,,Retained by the Council,,Approved,2017-01-26
,2017-02-04,22,CA22-0013,Contract,http://lims.dccouncil.us/Download/37293/CA22-0013-Introduction.pdf,2017-02-09,Deemed Approved,"Proposed contract with Capitol Paving of D.C., Inc.",Contract,37293,,Retained by the Council,,Approved,2017-01-24
,2017-02-03,22,CA22-0012,Contract,http://lims.dccouncil.us/Download/37262/CA22-0012-Introduction.pdf,2017-02-09,Deemed Approved,"Proposed contract modification to exercise Option Year Three (3) with Public Performance Management, LLC",Contract,37262,,Retained by the Council,,Approved,2017-01-23
,2017-01-29,22,CA22-0011,Contract,http://lims.dccouncil.us/Download/37240/CA22-0011-Introduction.pdf,2017-02-09,Deemed Approved,Proposed contract with The Community Partnership for the Prevention of Homelessness ,Contract,37240,,Retained by the Council,,Approved,2017-01-18
,2017-01-29,22,CA22-0010,Contract,http://lims.dccouncil.us/Download/37239/CA22-0010-Introduction.pdf,2017-02-09,Deemed Approved,Proposed contract modification for a maximum two (2) month extension with The Community Partnership for the Prevention of Homelessness ,Contract,37239,,Retained by the Council,,Approved,2017-01-18
,2017-01-27,22,CA22-0009,Contract,http://lims.dccouncil.us/Download/37238/CA22-0009-Introduction.pdf,2017-02-09,Deemed Approved,"Proposed Sole Source Extension contract with DB Grant Associates, Inc.",Contract,37238,,Retained by the Council,,Approved,2017-01-13
,2017-01-27,22,CA22-0008,Contract,,2017-02-09,Deemed Approved,Proposed Sole Source Extension contract with KRA Corporation ,Contract,37237,,Retained by the Council,,Approved,2017-01-13
,2017-01-27,22,CA22-0007,Contract,http://lims.dccouncil.us/Download/37236/CA22-0007-Introduction.pdf,2017-02-09,Deemed Approved,Proposed Sole Source Extension contract with KRA Corporation ,Contract,37236,,Retained by the Council,,Approved,2017-01-13
,,22,B22-0079,Permanent Bill,http://lims.dccouncil.us/Download/37281/B22-0079-Introduction.pdf,2017-02-09,Under Council Review,Dyslexia and Other Reading Disabilities Screening and Prevention Pilot Program Act of 2017,Bill,37281,,Committee on Education,,,2017-01-24
,,22,B22-0070,Permanent Bill,http://lims.dccouncil.us/Download/37270/B22-0070-Introduction.pdf,2017-02-09,Under Council Review,Emissions Inspection Amendment Act of 2017,Bill,37270,,Committee on Transportation and the Environment,,,2017-01-23
,,22,B22-0074,Permanent Bill,http://lims.dccouncil.us/Download/37275/B22-0074-Introduction.pdf,2017-02-09,Under Council Review,Local Resident Voting Rights Amendment Act of 2017,Bill,37275,,Committee on Judiciary and Public Safety,,,2017-01-24
,,22,B22-0080,Permanent Bill,http://lims.dccouncil.us/Download/37282/B22-0080-Introduction.pdf,2017-02-09,Under Council Review,Access to Justice for Immigrants Amendment Act of 2017,Bill,37282,,Committee on Judiciary and Public Safety,,,2017-01-24
,,22,B22-0081,Permanent Bill,http://lims.dccouncil.us/Download/37283/B22-0081-Introduction.pdf,2017-02-09,Under Council Review,Community College for All Scholarship Amendment Act of 2017,Bill,37283,,Committee of the Whole,,,2017-01-24
,,22,B22-0008,Permanent Bill,http://lims.dccouncil.us/Download/37159/B22-0008-Introduction.pdf,2017-02-09,Under Council Review,Campaign Finance Transparency and Accountability Amendment Act of 2017,Bill,37159,,Committee on Judiciary and Public Safety,,,2017-01-05
,,22,B22-0002,Permanent Bill,http://lims.dccouncil.us/Download/37129/B22-0002-Introduction.pdf,2017-02-09,Under Council Review,DCRA Infraction Fine Increase Amendment Act of 2017,Bill,37129,,Committee of the Whole,,,2017-01-03
,,22,B22-0001,Permanent Bill,http://lims.dccouncil.us/Download/37128/B22-0001-Introduction.pdf,2017-02-09,Under Council Review,Georgia Avenue Retail Priority Area Amendment Act of 2016,Bill,37128,,Committee on Business and Economic Development,,,2017-01-03
,2017-02-22,22,GBM22-0011,Grant Budget Modification,http://lims.dccouncil.us/Download/37370/GBM22-0011-Introduction.pdf,2017-02-08,Deemed Approved,"FY 2017 Grant Budget Modifications of January 18, 2017",Grant Budget Modification,37370,,Retained by the Council,,Approved,2017-02-07
,,22,PR22-0084,Proposed Resolution,http://lims.dccouncil.us/Download/37310/PR22-0084-Introduction.pdf,2017-02-07,Withdrawn,Property Maintenance Code Approval Resolution of 2017,Resolution,37310,,Committee of the Whole,,,2017-01-24
,,22,B22-0083,Emergency Bill,http://lims.dccouncil.us/Download/37286/B22-0083-Introduction.pdf,2017-02-07,Under Council Review,"Force of 4,200 -  Police Officer Recruitment and Retention Emergency Act of 2017",Bill,37286,,Retained by the Council,,,2017-01-24
,,22,B22-0084,Temporary Bill,http://lims.dccouncil.us/Download/37287/B22-0084-Introduction.pdf,2017-02-07,Under Council Review,"Force of 4,200 -  Police Officer Recruitment and Retention Temporary Act of 2017",Bill,37287,,Retained by the Council,,,2017-01-24
,,22,CFO22-0002,Chief Financial Officer,http://lims.dccouncil.us/Download/37352/CFO22-0002-Introduction.pdf,2017-02-07,Under Council Review,Fiscal Year 2016 Tree Fund,Report,37352,,,,,2017-02-07
,,22,B22-0025,Permanent Bill,http://lims.dccouncil.us/Download/37181/B22-0025-Introduction.pdf,2017-02-06,Under Council Review,Rental Housing Affordability Stabilization Amendment Act of 2017,Bill,37181,,Committee on Housing and Neighborhood Revitalization ,,,2017-01-10
,,22,B22-0073,Permanent Bill,http://lims.dccouncil.us/Download/37274/B22-0073-Introduction.pdf,2017-02-06,Under Council Review,Artist Protection Amendment Act of 2017,Bill,37274,,Committee of the Whole,,,2017-01-24
,,22,B22-0071,Permanent Bill,http://lims.dccouncil.us/Download/37272/B22-0071-Introduction.pdf,2017-02-06,Under Council Review,Debt Buying Limitation Amendment Act of 2017,Bill,37272,,Committee on Business and Economic Development,,,2017-01-24
,,22,B22-0066,Permanent Bill,http://lims.dccouncil.us/Download/37265/B22-0066-Introduction.pdf,2017-02-06,Under Council Review,Omnibus District of Columbia Department of For-Hire Vehicles Amendment Act of 2017,Bill,37265,,Committee on Business and Economic Development,,,2017-01-23
,,22,B22-0063,Permanent Bill,http://lims.dccouncil.us/Download/37259/B22-0063-Introduction.pdf,2017-02-06,Under Council Review,Wi-Fi Task Force Act of 2017,Bill,37259,,Committee on Government Operations,,,2017-01-10
,,22,B22-0061,Permanent Bill,http://lims.dccouncil.us/Download/37256/B22-0061-Introduction.pdf,2017-02-06,Under Council Review,Open Restroom Facilities Task Force Establishment Act of 2017 ,Bill,37256,,Committee on Health,,,2017-01-10
,,22,B22-0060,Permanent Bill,http://lims.dccouncil.us/Download/37255/B22-0060-Introduction.pdf,2017-02-06,Under Council Review,Grocery Store Restrictive  Covenant Prohibition Act of 2017,Bill,37255,,Committee of the Whole,,,2017-01-10
,,22,B22-0075,Permanent Bill,http://lims.dccouncil.us/Download/37276/B22-0075-Introduction.pdf,2017-02-06,Under Council Review,Language Access for Education Amendment Act of 2017,Bill,37276,,Committee of the Whole,,,2017-01-24
,,22,B22-0067,Permanent Bill,http://lims.dccouncil.us/Download/37266/B22-0067-Introduction.pdf,2017-02-06,Under Council Review,Department of Motor Vehicles Drug Conviction Repeal Amendment Act of 2017,Bill,37266,,Committee on Transportation and the Environment,,,2017-01-23
,,22,B22-0065,Permanent Bill,http://lims.dccouncil.us/Download/37261/B22-0065-Introduction.pdf,2017-02-06,Under Council Review,First Source  Taxpayer Protection Act of 2017,Bill,37261,,Committee on Labor and Workforce Development,,,2017-01-10
,,22,B22-0068,Permanent Bill,http://lims.dccouncil.us/Download/37267/B22-0068-Introduction.pdf,2017-02-06,Under Council Review,Deferred Compensation Program Enrollment Act of 2017,Bill,37267,,Committee on Labor and Workforce Development,,,2017-01-23
,,22,B22-0078,Permanent Bill,http://lims.dccouncil.us/Download/37280/B22-0078-Introduction.pdf,2017-02-06,Under Council Review,The Upper Northwest Recreation Center Feasibility Study Act of 2017,Bill,37280,,Committee on Transportation and the Environment,,,2017-01-24
,,22,B22-0086,Permanent Bill,http://lims.dccouncil.us/Download/37289/B22-0086-Introduction.pdf,2017-02-06,Under Council Review,"Land Trust, District Residency, and Community Reinvestment Task Force Act of 2017",Bill,37289,,Committee on Business and Economic Development,,,2017-01-24
,,22,B22-0085,Permanent Bill,http://lims.dccouncil.us/Download/37288/B22-0085-Introduction.pdf,2017-02-06,Under Council Review,Pay-As-You-Go Capital Infrastructure Preservation and Improvement Act of 2017,Bill,37288,,Committee of the Whole,,,2017-01-24
,,22,B22-0082,Permanent Bill,http://lims.dccouncil.us/Download/37284/B22-0082-Introduction.pdf,2017-02-06,Under Council Review,Inclusive Entrepreneurship Act of 2017,Bill,37284,,Committee on Business and Economic Development,,,2017-01-24
,,22,RC22-0015,Other,http://lims.dccouncil.us/Download/37335/RC22-0015-Introduction.pdf,2017-02-06,Under Council Review,Correspondence from the Secretary of DC - FY 2016 District of Columbia Freedom of Information Act Report,Report,37335,,,,,2017-02-03
,2017-03-25,22,PR22-0086,Proposed Resolution,http://lims.dccouncil.us/Download/37312/PR22-0086-Introduction.pdf,2017-02-06,Deemed Approved,Board of Marriage and Family Therapy Sylvia Rosario Confirmation Resolution of 2017,Resolution,37312,,Committee on Health,,Approved,2017-01-26
,2017-05-17,22,PR22-0085,Proposed Resolution,http://lims.dccouncil.us/Download/37311/PR22-0085-Introduction.pdf,2017-02-06,Under Council Review,Police Complaints Board Bobbi Strang Confirmation Resolution of 2017,Resolution,37311,,Committee on Judiciary and Public Safety,,Disapproved,2017-01-26
,2017-03-25,22,PR22-0083,Proposed Resolution,http://lims.dccouncil.us/Download/37309/PR22-0083-Introduction.pdf,2017-02-06,Deemed Approved,Board of Occupational Therapy Charles Bond Confirmation Resolution of 2017,Resolution,37309,,Committee on Health,,Approved,2017-01-24
,2017-03-25,22,PR22-0081,Proposed Resolution,http://lims.dccouncil.us/Download/37306/PR22-0081-Introduction.pdf,2017-02-06,Deemed Approved,Board of Occupational Therapy Tracey Ellis Confirmation Resolution of 2017,Resolution,37306,,Committee on Health,,Approved,2017-01-24
,,22,AU22-0004,Auditor,http://lims.dccouncil.us/Download/37333/AU22-0004-Introduction.pdf,2017-02-06,Under Council Review,Findings of the MPD Patrol Services Bureau,Report,37333,,,,,2017-02-03
,,22,AU22-0005,Auditor,http://lims.dccouncil.us/Download/37334/AU22-0005-Introduction.pdf,2017-02-06,Under Council Review,2017 First Quarter Activity Report,Report,37334,,,,,2017-02-03
,,22,RC22-0011,Other,http://lims.dccouncil.us/Download/37327/RC22-0011-Introduction.pdf,2017-02-03,Under Council Review,"Correspondence from the OCF - January 31, 2017 Biennial Report",Report,37327,,,,,2017-01-31
,2017-02-17,22,CA22-0001,Contract,http://lims.dccouncil.us/Download/37117/CA22-0001-Introduction.pdf,2017-02-03,Approved,"Proposed Multi-Year contract between the District of Columbia Housing Authority (""DCHA"") and South Capitol Improvements, LLC (the ""Owner"") ",Contract,37117,,Retained by the Council,,Disapproved,2017-01-03
,,22,RC22-0012,Other,http://lims.dccouncil.us/Download/37328/RC22-0012-Introduction.pdf,2017-02-03,Under Council Review,Correspondence from the Mayor - CFSA Subsidized Employment Program Analysis Report,Report,37328,,,,,2017-02-02
,,22,RC22-0013,Other,http://lims.dccouncil.us/Download/37329/RC22-0013-Introduction.pdf,2017-02-03,Under Council Review,Correspondence from the Mayor - DDOT District Mobility Report,Report,37329,,,,,2017-02-02
,,22,RC22-0014,Other,http://lims.dccouncil.us/Download/37332/RC22-0014-Introduction.pdf,2017-02-03,Under Council Review,Correspondence from the Chief Judge - Family Court of the District of Columbia Superior Court: Failure to Appear Report,Report,37332,,,,,2017-02-02
,,22,IG22-0002,Inspector General,http://lims.dccouncil.us/Download/37324/IG22-0002-Introduction.pdf,2017-02-03,Under Council Review,Fiscal Year 2016 Comprehensive Annual Financial Report (CAFR),Report,37324,,,,,2017-02-02
,,22,CFO22-0001,Chief Financial Officer,http://lims.dccouncil.us/Download/37317/CFO22-0001-Introduction.pdf,2017-02-02,Under Council Review,"Audit of the Inmate Welfare Fund Financial Statements for the Fiscal Year Ended September 30, 2016",Report,37317,,,,,2017-02-01
,2017-03-23,22,HFA22-0001,Housing Finance Agency,http://lims.dccouncil.us/Download/37313/HFA22-0001-Introduction.pdf,2017-02-01,Deemed Approved,Notification of a Proposed Revenue Bond Issuance by the District of Columbia Housing Finance Agency,Housing Finance Agency,37313,,Retained by the Council,,Approved,2017-02-01
,,22,IG22-0001,Inspector General,http://lims.dccouncil.us/Download/37314/IG22-0001-Introduction.pdf,2017-02-01,Under Council Review,"District Department of Transportation: Highway Trust Fund Financial Statement Audit for The Fiscal Year Ended September 30, 2016",Report,37314,,,,,2017-02-01
,,22,PR22-0073,Proposed Resolution,http://lims.dccouncil.us/Download/37264/PR22-0073-Introduction.pdf,2017-01-31,Under Council Review,Opposition to the Revocation of the Operator Permit (Driver License) or Driving Privilege of a Person Convicted of a Drug Offense Resolution of 2017,Resolution,37264,,Committee on Transportation and the Environment,,,2017-01-23
,,22,B22-0077,Permanent Bill,http://lims.dccouncil.us/Download/37278/B22-0077-Introduction.pdf,2017-01-31,Under Council Review,Disposition of District Land for Affordable Housing Clarification Amendment Act of 2017,Bill,37278,,Committee on Business and Economic Development and Committee of the Whole,,,2017-01-24
,,22,PR22-0065,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37172/PR22-0065-Introduction.pdf,2017-01-31,Approved,Elderly Tenant and Tenant with a Disability Protection Emergency Declaration Resolution of 2017,Resolution,37172,,Retained by the Council,R22-0013,,2017-01-10
,,22,PR22-0045,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37137/PR22-0045-Introduction.pdf,2017-01-31,Approved,Modifications to Human Care Agreement No. CW29940 with The WIN Team LLC Approval and Payment Authorization Emergency Declaration Resolution of 2017,Resolution,37137,,Retained by the Council,R22-0012,,2017-01-04
,,22,PR22-0063,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37164/PR22-0063-Introduction.pdf,2017-01-31,Approved,Modifications to Human Care Agreement No. DCJM-2014-H-0006-01 Approval and Payment Authorization Emergency Declaration Resolution of 2017,Resolution,37164,,Retained by the Council,R22-0011,,2017-01-04
,,22,PR22-0044,Proposed Resolution,http://lims.dccouncil.us/Download/37135/PR22-0044-Introduction.pdf,2017-01-31,Approved,Modifications to Human Care Agreement No. DCRL-2013-H-0039A with The National Center for Children and Families Approval and Payment Authorization Emergency Declaration Resolution of 2017,Resolution,37135,,Retained by the Council,R22-0010,,2017-01-04
,,22,PR22-0043,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37134/PR22-0043-Introduction.pdf,2017-01-31,Approved,"Modifications to Human Care Agreement No. DCJM-2013-H-0007-06 with Community Multi-Services, Inc. Approval and Payment Authorization Emergency Declaration Resolution of 2017",Resolution,37134,,Retained by the Council,R22-0009,,2017-01-03
,,22,PR22-0042,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37131/PR22-0042-Introduction.pdf,2017-01-31,Approved,Local Rent Supplement Program Contract No. 2014-LRSP-07-02A Approval and Authorization Emergency Declaration Resolution of 2017,Resolution,37131,,Retained by the Council,R22-0008,,2017-01-03
,,22,PR22-0062,Congressional Review Emer. Decl. Resolution,http://lims.dccouncil.us/Download/37160/PR22-0062-Introduction.pdf,2017-01-31,Approved,Access to Emergency Epinephrine in Schools Clarification Congressional Review Emergency Declaration Resolution of 2017,Resolution,37160,,Retained by the Council,R22-0007,,2017-01-09
,2017-03-25,22,PR22-0082,Proposed Resolution,http://lims.dccouncil.us/Download/37307/PR22-0082-Introduction.pdf,2017-01-30,Deemed Approved,Board of Occupational Therapy Roxanne Arneaud Confirmation Resolution of 2017,Resolution,37307,,Committee on Health,,Approved,2017-01-24
,,22,RC22-0010,Other,http://lims.dccouncil.us/Download/37308/RC22-0010-Introduction.pdf,2017-01-30,Under Council Review,Correspondence from the Mayor - UDC FY 2016 Relocation and Feasibility Report,Report,37308,,,,,2017-01-30
,,22,RC22-0009,Other,http://lims.dccouncil.us/Download/37299/RC22-0009-Introduction.pdf,2017-01-25,Under Council Review,"Correspondence from the Mayor - Private Security Camera Incentive Program Report (Data as of December 30, 2016)",Report,37299,,,,,2017-01-25
,,22,RC22-0008,Other,http://lims.dccouncil.us/Download/37298/RC22-0008-Introduction.pdf,2017-01-25,Under Council Review,Correspondence from the Mayor - CFSA Newborn Safe Haven Program: Annual Status Report 2016,Report,37298,,,,,2017-01-25
,,22,B22-0051,Permanent Bill,http://lims.dccouncil.us/Download/37210/B22-0051-Introduction.pdf,2017-01-25,Under Council Review,Comprehensive Campaign Finance Reform Amendment Act of 2017,Bill,37210,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,AU22-0003,Auditor,http://lims.dccouncil.us/Download/37294/AU22-0003-Introduction.pdf,2017-01-25,Under Council Review,Changes Proposed to the Affordable Care Act and Medicaid Could Cost the District $1 Billion or More Each Year,Report,37294,,,,,2017-01-25
,,22,B22-0052,Permanent Bill,http://lims.dccouncil.us/Download/37211/B22-0052-Introduction.pdf,2017-01-25,Under Council Review,Temporary Assistance for Needy Families Assistance Level Increase Amendment Act of 2017,Bill,37211,,Committee on Human Services,,,2017-01-10
,,22,B22-0049,Permanent Bill,http://lims.dccouncil.us/Download/37206/B22-0049-Introduction.pdf,2017-01-24,Under Council Review,Uniform Power of Attorney Amendment Act of 2017 ,Bill,37206,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0048,Permanent Bill,http://lims.dccouncil.us/Download/37205/B22-0048-Introduction.pdf,2017-01-24,Under Council Review,Barnaby Road Parcel Disposition Extension Act of 2017,Bill,37205,,Committee on Business and Economic Development,,,2017-01-10
,,22,B22-0045,Permanent Bill,http://lims.dccouncil.us/Download/37201/B22-0045-Introduction.pdf,2017-01-24,Under Council Review,Criminal Record Expungement Amendment Act of 2017,Bill,37201,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0044,Permanent Bill,http://lims.dccouncil.us/Download/37200/B22-0044-Introduction.pdf,2017-01-24,Under Council Review,Senior Citizen Tax Relief Amendment Act of 2017,Bill,37200,,Committee on Finance and Revenue,,,2017-01-10
,,22,B22-0043,Permanent Bill,http://lims.dccouncil.us/Download/37199/B22-0043-Introduction.pdf,2017-01-24,Under Council Review,East End Commercial Real Property Tax Rate Reduction Amendment Act of 2017,Bill,37199,,Committee on Finance and Revenue,,,2017-01-10
,,22,B22-0042,Permanent Bill,http://lims.dccouncil.us/Download/37198/B22-0042-Introduction.pdf,2017-01-24,Under Council Review,First Responder Income Tax Exclusion Amendment Act of 2017,Bill,37198,,Committee on Finance and Revenue,,,2017-01-10
,,22,RC22-0007,Other,http://lims.dccouncil.us/Download/37271/RC22-0007-Introduction.pdf,2017-01-24,Under Council Review,"Correspondence from the Mayor - FEMS/OUC Third Party Provider Ambulance Third Quarterly Report for September, October, and November 2016",Report,37271,,,,,2017-01-24
,2017-01-20,22,REPROG22-0002,Reprogramming,http://lims.dccouncil.us/Download/37141/REPROG22-0002-Introduction.pdf,2017-01-24,Deemed Approved,"Request to reprogram $1,400,000 of Local Capital Funds Budget Authority and Allotment within the District Department of Transportation",Reprogramming,37141,,Retained by the Council,,Approved,2017-01-05
,2017-01-20,22,REPROG22-0001,Reprogramming,http://lims.dccouncil.us/Download/37140/REPROG22-0001-Introduction.pdf,2017-01-24,Deemed Approved,"Request to reprogram $1,435,397 of Local Funds Budget Authority within the Department of Employment Services ",Reprogramming,37140,,Retained by the Council,,Approved,2017-01-05
,2017-01-23,22,CA22-0006,Contract,http://lims.dccouncil.us/Download/37219/CA22-0006-Introduction.pdf,2017-01-24,Deemed Approved,"Proposed contract with Pierce Manufacturing Inc., ",Contract,37219,,Retained by the Council,,Approved,2017-01-12
,2017-01-22,22,CA22-0005,Contract,http://lims.dccouncil.us/Download/37214/CA22-0005-Introduction.pdf,2017-01-24,Deemed Approved,Proposed contract modification to exercise Option Year three (3) with Fort Myer Construction Corporation ,Contract,37214,,Retained by the Council,,Approved,2017-01-11
,,22,B22-0024,Permanent Bill,http://lims.dccouncil.us/Download/37180/B22-0024-Introduction.pdf,2017-01-23,Under Council Review,Expanding Access to Justice Act of 2017,Bill,37180,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0023,Permanent Bill,http://lims.dccouncil.us/Download/37179/B22-0023-Introduction.pdf,2017-01-23,Under Council Review,Local and Small Business Equity and Development Participation Amendment Act of 2017,Bill,37179,,Committee on Business and Economic Development and Committee on Housing and Neighborhood Revitalization ,,,2017-01-10
,,22,B22-0022,Permanent Bill,http://lims.dccouncil.us/Download/37178/B22-0022-Introduction.pdf,2017-01-23,Under Council Review,Inmate Segregation Reduction Act of 2017,Bill,37178,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0021,Permanent Bill,http://lims.dccouncil.us/Download/37177/B22-0021-Introduction.pdf,2017-01-23,Under Council Review,Sexual Abuse Statute of Limitations Elimination Amendment Act of 2017,Bill,37177,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0020,Permanent Bill,http://lims.dccouncil.us/Download/37176/B22-0020-Introduction.pdf,2017-01-23,Under Council Review,Consumer Disclosure Act of 2017,Bill,37176,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0018,Permanent Bill,http://lims.dccouncil.us/Download/37174/B22-0018-Introduction.pdf,2017-01-23,Under Council Review,Pennsylvania Avenue  Development Act of 2017,Bill,37174,,Committee of the Whole,,,2017-01-10
,,22,B22-0016,Permanent Bill,http://lims.dccouncil.us/Download/37171/B22-0016-Introduction.pdf,2017-01-23,Under Council Review,Fair Wage Amendment Act of 2017,Bill,37171,,Committee on Labor and Workforce Development,,,2017-01-09
,,22,B22-0014,Permanent Bill,http://lims.dccouncil.us/Download/37169/B22-0014-Introduction.pdf,2017-01-23,Under Council Review,Protecting Victims of Gender-Based Violence Amendment Act of 2017,Bill,37169,,Committee on Judiciary and Public Safety,,,2017-01-06
,,22,B22-0012,Permanent Bill,http://lims.dccouncil.us/Download/37167/B22-0012-Introduction.pdf,2017-01-23,Under Council Review,Revision of Guardianship of Minors and Creation of Supplemental Needs Trusts Act of 2017,Bill,37167,,Committee on Judiciary and Public Safety,,,2017-01-06
,,22,B22-0040,Permanent Bill,http://lims.dccouncil.us/Download/37196/B22-0040-Introduction.pdf,2017-01-23,Under Council Review,Carbon Monoxide Detector Amendment Act of 2017,Bill,37196,,Committee of the Whole,,,2017-01-10
,,22,B22-0038,Permanent Bill,http://lims.dccouncil.us/Download/37194/B22-0038-Introduction.pdf,2017-01-23,Under Council Review,Lobbyist Activity Reporting Transparency Amendment Act of 2017,Bill,37194,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0036,Permanent Bill,http://lims.dccouncil.us/Download/37192/B22-0036-Introduction.pdf,2017-01-23,Under Council Review,Ethics Reform Amendment Act of 2017,Bill,37192,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0035,Permanent Bill,http://lims.dccouncil.us/Download/37191/B22-0035-Introduction.pdf,2017-01-23,Under Council Review,Mixed-use Affordable Housing Property and Deed Transfer and Recordation Tax Exemption Amendment Act of 2017,Bill,37191,,Committee on Finance and Revenue,,,2017-01-10
,,22,B22-0034,Permanent Bill,http://lims.dccouncil.us/Download/37190/B22-0034-Introduction.pdf,2017-01-23,Under Council Review,Displacement Prevention Assistance Fund Establishment Amendment Act of 2017,Bill,37190,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0033,Permanent Bill,http://lims.dccouncil.us/Download/37189/B22-0033-Introduction.pdf,2017-01-23,Under Council Review,Displacement Prevention Amendment Act of 2017,Bill,37189,,Committee on Finance and Revenue,,,2017-01-10
,,22,B22-0032,Permanent Bill,http://lims.dccouncil.us/Download/37188/B22-0032-Introduction.pdf,2017-01-23,Under Council Review,Clean Elections Amendment Act of 2017,Bill,37188,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0031,Permanent Bill,http://lims.dccouncil.us/Download/37187/B22-0031-Introduction.pdf,2017-01-23,Under Council Review,Stop Work Order Disclosure and Regulation Amendment Act of 2017,Bill,37187,,Committee of the Whole,,,2017-01-10
,,22,B22-0030,Permanent Bill,http://lims.dccouncil.us/Download/37186/B22-0030-Introduction.pdf,2017-01-23,Under Council Review,Marijuana Legalization and Regulation Act of 2017,Bill,37186,,Committee on Judiciary and Public Safety and Committee of the Whole,,,2017-01-10
,,22,B22-0028,Permanent Bill,http://lims.dccouncil.us/Download/37184/B22-0028-Introduction.pdf,2017-01-23,Under Council Review,Childhood Protection Against Sexual Abuse Amendment Act of 2017,Bill,37184,,Committee on Judiciary and Public Safety,,,2017-01-10
,,22,B22-0039,Permanent Bill,http://lims.dccouncil.us/Download/37195/B22-0039-Introduction.pdf,2017-01-23,Under Council Review,Community Use of School Facilities Task Force Establishment Act of 2017,Bill,37195,,Committee on Transportation and the Environment,,,2017-01-10
,,22,B22-0019,Permanent Bill,http://lims.dccouncil.us/Download/37175/B22-0019-Introduction.pdf,2017-01-23,Under Council Review,Personal Delivery Device Act of 2017,Bill,37175,,Committee on Transportation and the Environment,,,2017-01-10
,,22,B22-0013,Permanent Bill,http://lims.dccouncil.us/Download/37168/B22-0013-Introduction.pdf,2017-01-23,Under Council Review,Bicycle and Pedestrian Safety Technical Amendment Act of 2017,Bill,37168,,Committee on Transportation and the Environment,,,2017-01-06
,,22,RC22-0006,Other,http://lims.dccouncil.us/Download/37228/RC22-0006-Introduction.pdf,2017-01-23,Under Council Review,"Correspondence from the DCHFA - Financial Statements With Independent Auditor's Report Years Ended September 30, 2016 and 2015",Report,37228,,,,,2017-01-23
,2017-01-16,22,CA22-0004,Contract,,2017-01-23,Deemed Approved,"Proposed contract to exercise Option Year Three (3) with MindFinders, Inc. ",Contract,37139,,Retained by the Council,,Approved,2017-01-03
,2017-01-15,22,CA22-0003,Contract,http://lims.dccouncil.us/Download/37120/CA22-0003-Introduction.pdf,2017-01-23,Deemed Approved,"Proposed contract modification to exercise Option Year Three (3) with MB Staffing Services, LLC",Contract,37120,,Retained by the Council,,Approved,2017-01-04
,2017-01-15,22,CA22-0002,Contract,http://lims.dccouncil.us/Download/37119/CA22-0002-Introduction.pdf,2017-01-23,Deemed Approved,Proposed contract to exercise Option Year One (1) with Document Systems Inc. (DSI) ,Contract,37119,,Retained by the Council,,Approved,2017-01-04
,,22,PR22-0006,Proposed Resolution,http://lims.dccouncil.us/Download/37089/PR22-0006-Introduction.pdf,2017-01-17,Approved,Board of Directors of the Washington Metropolitan Area Transit Authority Jack Evans Reappointment Resolution of 2017,Resolution,37089,,Retained by the Council,R22-0006,,2017-01-02
